2.436881517172582079e+01,3.664158217970599907e+01,2.964438139621231016e+01,3.842587492294249785e+01,2.488101769951601483e+01,3.537167727853189092e+01,2.383743706419942043e+01,3.759103275743213857e+01,2.898836866168420201e+01,2.627629201548538518e+01,3.526615652076893070e+01,4.339298720437471957e+01,4.201031769787427095e+01,3.066731771541707730e+01,3.558231280990097645e+01,3.359883475126535046e+01,2.798101691900458476e+01,3.746302270290507863e+01
2.045847909631725514e+01,3.496905880483102180e+01,3.062635967636486001e+01,4.201957387545473210e+01,2.308877049711415097e+01,3.731305641970644160e+01,2.065167382441399724e+01,3.633290403229906929e+01,2.652619485274088618e+01,2.702899483787257040e+01,3.220185689548409869e+01,4.424620395140513551e+01,4.236181854259351098e+01,2.548583734478174279e+01,3.947250815785660905e+01,3.395314176851726984e+01,2.493108136746641534e+01,3.752190772007615038e+01
2.140590051061935029e+01,3.653808926761075782e+01,2.677141614948602921e+01,4.152949108294456693e+01,2.195901679151294061e+01,3.730568694704033561e+01,2.173927256608030589e+01,3.172193831815570064e+01,3.092828027983684080e+01,2.881634141900173063e+01,3.742384504383377219e+01,4.299625281031191548e+01,4.252608745041571581e+01,3.010770130410622869e+01,3.756374646085349411e+01,3.593933905605320689e+01,2.925457668551240786e+01,3.420487693181046751e+01
2.280322525704380965e+01,3.659279727021299777e+01,3.179929247121811997e+01,4.381791741142256313e+01,2.566959237273757566e+01,3.745515619378195282e+01,2.336970202248268436e+01,3.418065321604231599e+01,2.809163594779870010e+01,3.276289264304285354e+01,3.131733516696803221e+01,4.481349068189842200e+01,4.025319647139644275e+01,2.574075805671673578e+01,3.453445098054370277e+01,3.267673692166643207e+01,2.984692083180256361e+01,3.780122070777512988e+01
2.045868818043807380e+01,4.058317399726480090e+01,3.160946942669325210e+01,3.862772245331456133e+01,2.843818390467768964e+01,3.545782216613075377e+01,1.923723544260522900e+01,3.410339660022865615e+01,3.227918820924882937e+01,3.573751943045838431e+01,3.073058310438839058e+01,4.611438501243083010e+01,4.234473018859701909e+01,2.767853385338657191e+01,3.277710200321976686e+01,3.431616965696692034e+01,2.784666455545862362e+01,3.083074682844284098e+01
2.091067966684277479e+01,3.655284366252202943e+01,3.118043884748401950e+01,4.139705425875324352e+01,2.705068516081876595e+01,3.927582293434580407e+01,2.254598745289300510e+01,3.342766071818540752e+01,2.837574265403921814e+01,2.550615896009708905e+01,2.994662410967833210e+01,4.609809266474594125e+01,4.144499033814627609e+01,2.624606765191362001e+01,3.818039808579507621e+01,3.407657990867335229e+01,2.250774578003625592e+01,3.071365649587505686e+01
2.181511431022424574e+01,3.902717422752888154e+01,3.041953784904520219e+01,3.994968878455821226e+01,2.473602428051103530e+01,3.695318209441294499e+01,2.208839718561179311e+01,3.254060024020985509e+01,3.131455460496536602e+01,2.657215095411399375e+01,3.200618496856129980e+01,4.250486116586379381e+01,4.338345333743768606e+01,2.869258874855389863e+01,3.519119050504878032e+01,3.451890619492195356e+01,2.701357620912446933e+01,2.987869913290190027e+01
1.915458905550909918e+01,3.981086883274878119e+01,2.797315074013758718e+01,3.814959326410106399e+01,2.327789686158994087e+01,4.251004255095278239e+01,1.764389973186531790e+01,3.246829762424465571e+01,3.112724133483743572e+01,2.820689233208544877e+01,3.270771938960118774e+01,4.498320029737946868e+01,4.198290620045708010e+01,2.811653906639635636e+01,3.195468931489930497e+01,3.412170766398968880e+01,3.215558596412032699e+01,3.434014964549379556e+01
1.980402498681967316e+01,3.806625430987634218e+01,2.792285804447773145e+01,4.002036565071312424e+01,2.691612000681276839e+01,3.589193973034994656e+01,2.085568560588000153e+01,3.494247977626022816e+01,2.774079745222351079e+01,2.744269764048094373e+01,3.331951559378745031e+01,4.564759309439983781e+01,4.469015012208816984e+01,2.598065727562667249e+01,3.588438411961127628e+01,3.330475363661697941e+01,3.283945830917417652e+01,3.134030541517355672e+01
2.544616859151263455e+01,4.380003564836643193e+01,3.445161143411360882e+01,3.882118688612946045e+01,2.475490442578339767e+01,3.817057304940481544e+01,2.028960593456874051e+01,3.183846321326283757e+01,2.980544848301262917e+01,2.834569761932344178e+01,3.265522490832198343e+01,4.546708004708914785e+01,4.032667816200759603e+01,2.732002796009021495e+01,3.849948439976049741e+01,3.581429773115677051e+01,2.618035735470605374e+01,3.370840972557124360e+01
2.271257767183965370e+01,3.666957599265773382e+01,3.110614455620413565e+01,3.993076503495034046e+01,2.647627555017741230e+01,3.885738592869819286e+01,2.190616139753201708e+01,3.723894016668315743e+01,2.845623283821374727e+01,2.733024324169848285e+01,3.454556963771718614e+01,6.179284032153732653e+01,4.550016683918085647e+01,2.670522835988290566e+01,3.226907914685568812e+01,3.641004668990259319e+01,2.704470060863280167e+01,3.738244350036841723e+01
