1.920689653630961757e+01,4.065892200414182867e+01,2.687744284718166199e+01,4.132545562536504491e+01,2.818888847351788129e+01,3.705899267307217571e+01,2.119826757403253836e+01,3.790829030669472388e+01,2.782097929702149486e+01,2.653769335158295206e+01,3.600564902053656624e+01,4.383662753728263084e+01,4.584803808253789015e+01,2.870898994532370452e+01,3.629479773594117376e+01,3.313076977698129610e+01,2.807001238041721436e+01,3.212513844944945163e+01
1.945710712522759422e+01,4.227451515853633168e+01,2.932944774755843298e+01,3.760612591916189018e+01,2.236063593629464208e+01,3.871564678724110564e+01,2.151869687219331340e+01,3.334501158805766607e+01,3.438444387316020112e+01,2.562221720681807113e+01,3.132948469906548183e+01,4.461680202180201604e+01,4.342570705064755998e+01,2.720042221358008661e+01,3.565575561753115608e+01,3.716464639420931348e+01,3.049545737290575076e+01,3.262931983193780638e+01
2.316335122558825788e+01,3.715728143408563255e+01,2.942799717613575083e+01,3.869020064345797039e+01,2.547143576241850838e+01,4.229155338941963294e+01,2.510879553555333743e+01,3.519071835140452009e+01,3.408157409637658475e+01,2.834484383791623685e+01,3.092234512788275325e+01,4.252924807354359160e+01,4.734365454883662494e+01,2.418008463557660548e+01,3.827422227271205912e+01,3.863043292607727608e+01,2.561005347274808486e+01,3.520164837012911363e+01
2.155035001341978429e+01,4.028721931709981874e+01,2.797683190615424920e+01,4.049979064144738317e+01,2.567161592754773380e+01,3.663666008973317645e+01,1.883949324721117691e+01,3.428941834938473221e+01,2.869092074182956154e+01,2.931194457514712681e+01,3.305468829518360252e+01,4.572227154585011277e+01,4.194585479952741025e+01,2.682887128437581836e+01,3.841062260378676285e+01,3.423912557843284077e+01,2.451498337252664328e+01,3.123028259161947418e+01
2.288028929089860952e+01,3.436919655904437576e+01,2.999660802709815144e+01,3.913070220789117570e+01,2.325956911108542613e+01,3.843747390120991270e+01,2.820308909982070844e+01,3.866145568218004769e+01,3.131760844575738645e+01,2.869361292218664872e+01,3.282601385086271506e+01,4.063131866416829041e+01,4.357968842504521945e+01,2.569664570387275759e+01,3.277707588924168647e+01,3.396186003983712709e+01,2.685002032832173313e+01,3.771156708102590471e+01
2.506823293128124419e+01,3.751323542698546021e+01,3.857695192610187718e+01,3.948425805601165450e+01,2.656534056067345517e+01,3.996140423747579717e+01,2.397803584530294430e+01,3.202970691868060982e+01,2.806232070228799103e+01,3.006652627447313009e+01,3.978893710313076326e+01,5.003127776077162991e+01,4.479716153743851237e+01,2.673205932512563265e+01,3.815301720323416390e+01,3.236138675056406555e+01,2.617022964929618922e+01,3.193634018861905588e+01
3.628169503394322248e+01,3.745699360594991845e+01,2.929995676362500490e+01,3.838004711567775473e+01,2.730704602727249153e+01,3.764172062022639409e+01,1.805784954722556890e+01,3.474866803637407031e+01,2.778837095970787274e+01,2.828990092413005897e+01,3.224460772072549730e+01,4.239841256609878428e+01,4.117470229541322624e+01,2.642598620003190391e+01,3.547744927404878013e+01,3.776693727804646983e+01,2.677815353553686251e+01,3.086757568593340295e+01
1.996738407940906868e+01,3.634575734985350692e+01,2.836312378995478412e+01,3.978633360338744041e+01,2.277625404853644042e+01,3.866969378006667313e+01,2.329068097908997004e+01,3.237172706524875565e+01,3.127955757368272671e+01,2.529166665630055277e+01,3.353150164967713920e+01,4.308849433603039358e+01,4.336484386948802694e+01,2.879862643686885804e+01,3.662717039131852914e+01,3.658634510068809220e+01,2.632959079475952180e+01,3.404811707565215784e+01
3.559077786549121214e+01,2.284660137153037951e+01,3.492933556368563330e+01,3.894160957593496875e+01,2.812816095538629924e+01,3.034245170459454144e+01,2.248066358002913745e+01,2.824229712452087426e+01,2.813843267207474952e+01,4.531700187638835331e+01,2.289367011200922519e+01,4.723121183401725887e+01,4.013380306789954233e+01,3.127449397662998010e+01,2.671795177132535315e+01,3.797873452652580539e+01,1.889192448758550924e+01,3.093087904307309444e+01
3.271913406757482790e+01,2.192754436206433155e+01,3.752277828994176190e+01,3.765914060333673774e+01,3.238031349586054830e+01,3.226964279412121073e+01,2.422850798644537562e+01,2.828467447311889771e+01,2.686282309244591460e+01,3.841836129878876704e+01,1.884956927409792726e+01,4.688783046726067028e+01,4.235037430312728901e+01,2.876652109067334706e+01,3.389359661844341787e+01,4.095510061287320269e+01,2.153585987950927816e+01,2.899145617108677442e+01
